0	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.001	4990	0	0	0	0	0	0	0	0	0	0	0	1200	0	0	1000	800	0	2200	0	0	0	285	900	0	0	0
0	0	1650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2050	0	0	0	0	0	0
0	0	0	5400	0	0	0	2400	0	0	0	0	0	0	0	0	0	0	0	3850	0	0	0	0	0	0	0	0
0	0	0	0	950	0	0	0	0	0	0	0	0	0	600	0	0	0	450	0	0	0	0	0	0	0	0	0
0	0	0	0	0	11975	0	2300	2000	0	0	0	0	1100	0	0	0	0	0	3200	0	0	0	995	0	500	0	0
0	0	0	0	0	0	4545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3895	950	0	0	0	0	0
0	0	0	2400	0	3400	0	4700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	2000	0	0	2450	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	2900	0	0	0	0	0	0	800	0	0	1200	0	600	0	0	0	0	0	500
0	0	0	0	0	0	0	0	0	0	1600	500	0	0	0	600	0	0	300	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	550	1000	0	0	0	0	0	0	0	0	0	0	0	500	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	1500	0	0	0	0	0	0	0	0	0	0	0	0	1700	0	0
0	470	0	0	0	3200	0	0	0	0	0	0	0	9965	0	0	0	0	0	1500	0	0	0	1810	0	0	0	0
0	0	0	0	600	0	0	0	0	0	0	0	0	0	2750	0	0	1200	450	0	0	0	0	0	1000	0	0	0
0	0	0	0	0	0	0	0	0	0	600	0	0	0	0	2000	0	700	500	0	0	0	0	0	0	0	0	0
0	600	0	0	0	0	0	0	0	1800	0	0	0	0	0	0	4100	0	0	800	0	0	0	0	0	0	0	1200
0	800	0	0	0	0	0	0	0	0	0	0	0	0	800	700	0	3300	700	0	0	0	0	0	0	0	0	1300
0	0	0	0	350	0	0	0	0	0	450	0	0	0	350	700	0	600	2400	0	0	0	0	0	0	0	0	0
0	2000	0	3000	0	2700	0	0	0	1100	0	0	0	3500	0	0	2300	0	0	15880	0	610	2085	0	0	0	10000	0
0	0	0	0	0	0	0	0	450	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0
0	0	1650	0	0	0	3595	0	0	0	0	0	0	0	0	0	0	0	0	600	0	9135	2440	0	0	0	0	0
0	0	0	0	0	0	950	0	0	0	0	0	0	0	0	0	0	0	0	1550	0	1980	5475	0	0	0	0	0
0	220	0	0	0	2575	0	0	0	0	0	500	0	4165	0	0	0	0	0	0	0	0	0	3750	580	0	0	0
0	900	0	0	0	0	0	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	0	160	2480	0	0	0
0	0	0	0	0	1300	0	0	0	0	0	0	1500	0	0	0	0	0	0	0	0	0	0	0	0	2200	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	980	0	0	0	0	0	0	10000	0
0	0	0	0	0	0	0	0	0	600	0	0	0	0	0	0	2200	600	0	0	0	0	0	0	0	0	0	3000
